MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass
367518920,2020-01-01T02:04:48,40.381,-73.82412,10,25,21,AMERICAN PHOENIX,IMO9564578,WDG2754,80,0,188,32,11,,B
636018483,2020-01-01T01:39:33,40.38212,-73.77143,9.8,17,23,,,,,0,,,,,B
367518920,2020-01-01T02:06:08,40.38452,-73.82271,9.9,11,7,AMERICAN PHOENIX,IMO9564578,WDG2754,80,0,188,32,11,,B
636018483,2020-01-01T01:40:43,40.38501,-73.76993,9.4,23.9,31,,,,,0,,,,,B
367518920,2020-01-01T02:07:25,40.38806,-73.82241,9.9,-51.6,354,AMERICAN PHOENIX,IMO9564578,WDG2754,80,0,188,32,11,,A
636018483,2020-01-01T01:42:53,40.38974,-73.7663,9,31.6,33,,,,,0,,,,,B
367518920,2020-01-01T02:08:29,40.39092,-73.8229,9.9,-57.3,350,AMERICAN PHOENIX,IMO9564578,WDG2754,80,0,188,32,11,,B
636018483,2020-01-01T01:44:14,40.39272,-73.764,9.3,28.5,30,,,,,0,,,,,B
367518920,2020-01-01T02:09:38,40.39405,-73.82372,10,-59.8,351,AMERICAN PHOENIX,IMO9564578,WDG2754,80,0,188,32,11,,B
636018483,2020-01-01T01:45:24,40.3954,-73.76218,9.4,26.8,29,,,,,0,,,,,B
367518920,2020-01-01T02:10:49,40.39735,-73.82445,10,-58.6,351,AMERICAN PHOENIX,IMO9564578,WDG2754,80,0,188,32,11,,B
636018483,2020-01-01T01:47:42,40.40085,-73.75849,9.6,28.9,35,,,,,0,,,,,B
367518920,2020-01-01T02:12:08,40.40095,-73.82527,10.2,-59.8,351,AMERICAN PHOENIX,IMO9564578,WDG2754,80,0,188,32,11,,B
369305000,2020-01-01T00:02:26,40.40235,-73.93697,2.5,-145.1,267,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:03:35,40.40237,-73.93788,1.8,-135,272,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:04:45,40.40248,-73.93855,1.6,-124.8,267,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:01:16,40.40249,-73.93566,4.3,-148.5,260,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:05:56,40.40258,-73.93909,1.2,-127.6,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:07:06,40.4027,-73.93943,0.7,-107,273,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:00:07,40.40279,-73.93358,5.4,-148.1,256,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:08:16,40.40282,-73.93954,0.3,0.3,273,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:09:26,40.40289,-73.93948,0.4,29.4,279,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:10:30,40.40293,-73.9394,0.3,102.9,295,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,A
369305000,2020-01-01T00:29:45,40.40297,-73.9394,1.1,122.3,321,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:09:36,40.40297,-73.93935,0.1,-68.4,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:18:36,40.40297,-73.93934,0.5,-92.2,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:27:47,40.40297,-73.93934,0.4,153.3,320,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:31:16,40.40297,-73.93934,0.1,156,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:38:07,40.40297,-73.93934,0.3,163.7,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:10:46,40.40297,-73.93934,0.2,-109.8,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:13:46,40.40297,-73.93934,0.4,-104.6,315,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:20:36,40.40297,-73.93933,0.2,46.3,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:27:26,40.40297,-73.93933,0.6,129.3,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:17:27,40.40297,-73.93931,0.5,-85.4,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:16:16,40.40297,-73.9393,0.3,-88.6,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:31:45,40.40298,-73.93936,0.2,127.7,315,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:08:26,40.40298,-73.93936,0.2,-97,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:03:35,40.40298,-73.93935,0.3,-84.6,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:54:16,40.40298,-73.93935,0.3,-86,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:07:06,40.40298,-73.93935,0.6,-99.5,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:03:36,40.40298,-73.93935,0.2,-108.1,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:04:45,40.40298,-73.93935,0.3,-96,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:24:55,40.40298,-73.93935,0.3,-71.6,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:59:55,40.40298,-73.93935,0.1,-103.6,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:49:16,40.40298,-73.93935,0.2,-99.1,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:22:47,40.40298,-73.93934,0.3,-66.5,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:17:46,40.40298,-73.93934,0.3,151.5,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:28:55,40.40298,-73.93934,0.2,138.3,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:30:15,40.40298,-73.93934,0.3,182.6,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:36:56,40.40298,-73.93934,0.4,155.8,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:43:05,40.40298,-73.93934,0.2,148.7,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:52:16,40.40298,-73.93934,0.3,-88,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:00:06,40.40298,-73.93934,0.2,-92.5,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:56:05,40.40298,-73.93934,0.3,-103.9,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:17:55,40.40298,-73.93934,0.4,-93.6,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:14:55,40.40298,-73.93934,0.2,-63.6,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:25:56,40.40298,-73.93934,0.3,-88.7,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:27:07,40.40298,-73.93934,0.2,-126.9,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:59:25,40.40298,-73.93934,0.1,-96.6,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:35:55,40.40298,-73.93934,0.2,-106.1,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:40:06,40.40298,-73.93934,0.4,-77.2,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:37:55,40.40298,-73.93934,0.3,-77,315,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:11:36,40.40298,-73.93933,0.3,39.8,307,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:21:46,40.40298,-73.93933,0.5,-80.3,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:26:05,40.40298,-73.93933,0.2,155.6,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:32:56,40.40298,-73.93933,0.2,165.8,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:34:35,40.40298,-73.93933,0.3,168.6,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:16:45,40.40298,-73.93933,0.1,-120.9,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:42:56,40.40298,-73.93933,0.3,-99.3,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:33:55,40.40298,-73.93933,0.1,-92.9,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:45:56,40.40298,-73.93933,0.4,-58.6,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:12:26,40.40299,-73.93936,0.2,-107.6,315,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:40:56,40.40299,-73.93935,0.4,-65.2,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:46:56,40.40299,-73.93935,0.5,-104,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:49:25,40.40299,-73.93935,0.6,-71.2,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:39:45,40.40299,-73.93935,0.2,-79.2,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:41:57,40.40299,-73.93935,0.4,-74.3,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:50:56,40.40299,-73.93935,0.3,-58,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:53:56,40.40299,-73.93935,0.3,-78.2,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:00:06,40.40299,-73.93935,0.3,-95.9,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:04:37,40.40299,-73.93935,0.4,-82.9,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:13:05,40.40299,-73.93935,0.3,-84.6,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:58:16,40.40299,-73.93935,0.3,-67.3,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:21:26,40.40299,-73.93935,0.3,-109.2,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:04:46,40.40299,-73.93935,0.2,-103,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:00:06,40.40299,-73.93935,0.2,-81.2,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:01:16,40.40299,-73.93935,0.3,-99.1,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:38:06,40.40299,-73.93934,0.5,-89.5,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:32:55,40.40299,-73.93934,0.4,-91.2,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:34:06,40.40299,-73.93934,0.4,-85,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:45:05,40.40299,-73.93934,0.5,-93.4,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:01:16,40.40299,-73.93934,0.4,-92.6,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:56:25,40.40299,-73.93934,0.2,-92.8,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:57:46,40.40299,-73.93934,0.2,-90.9,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:58:57,40.40299,-73.93934,0.2,-88.1,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:52:15,40.40299,-73.93934,0.2,-76.4,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:05:45,40.40299,-73.93934,0.3,-62.2,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:10:46,40.40299,-73.93934,0.4,-96.4,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:16:05,40.40299,-73.93934,0.1,187.5,315,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:19:35,40.40299,-73.93934,0.2,156.1,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:23:05,40.40299,-73.93934,0.2,156.7,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,A
369305000,2020-01-01T01:24:36,40.40299,-73.93934,0.5,170.2,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:21:35,40.40299,-73.93934,0.2,148.4,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:46:06,40.40299,-73.93934,0.1,167,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:50:16,40.40299,-73.93934,0.2,-97,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:02:26,40.40299,-73.93934,0.2,-94.6,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:22:36,40.40299,-73.93934,0.3,-81.6,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:23:46,40.40299,-73.93934,0.4,-95.3,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:23:55,40.40299,-73.93934,0.3,-67.1,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:29:16,40.40299,-73.93934,0.2,-118.2,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,A
369305000,2020-01-01T02:50:25,40.40299,-73.93934,0.3,-69.4,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:19:06,40.40299,-73.93934,0.4,-92.4,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:57:06,40.40299,-73.93934,0.2,-98.6,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:58:25,40.40299,-73.93934,0.3,-124.8,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:51:35,40.40299,-73.93934,0.2,-99.2,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:54:25,40.40299,-73.93934,0.2,-96.6,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:03:36,40.40299,-73.93934,0.2,-86.8,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:02:27,40.40299,-73.93933,0.3,-68.6,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:09:36,40.40299,-73.93933,0.1,-49.9,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:49:06,40.40299,-73.93933,0.5,-91.7,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:01:15,40.40299,-73.93933,0.2,-66.8,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:47:16,40.40299,-73.93933,0.2,-93,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:31:55,40.40299,-73.93933,0.3,-61.8,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T02:41:26,40.40299,-73.93933,0.2,-75.7,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:15:06,40.40299,-73.93928,0.4,-104.2,312,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:13:56,40.40299,-73.93927,0.4,-77.4,310,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:02:25,40.403,-73.93935,0.5,-70.5,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:55:15,40.403,-73.93934,0.2,-111.9,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:35:55,40.403,-73.93934,0.4,-100,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T01:14:56,40.403,-73.93933,0.2,177,314,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:24:56,40.403,-73.93931,0.3,-91,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:26:36,40.40301,-73.93931,0.3,-136.2,313,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T00:12:47,40.40301,-73.93927,0.2,58.3,310,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:05:55,40.40303,-73.93931,0.4,24.9,303,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:06:57,40.40309,-73.93924,0.2,61.4,292,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:08:06,40.4031,-73.93923,0.2,4.8,291,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:09:17,40.4031,-73.93922,0.2,29.1,290,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:14:35,40.40313,-73.93921,0.2,151.2,290,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:13:26,40.40315,-73.9392,0.2,148.2,290,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:15:46,40.40316,-73.93921,0.4,29.3,279,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:12:15,40.40316,-73.93918,0.4,58.2,287,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:43:15,40.4032,-73.93919,0.3,-161.1,269,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:16:56,40.4032,-73.93918,0.2,68.1,272,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:30:55,40.40321,-73.93919,0.2,-147.9,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:39:15,40.40321,-73.93919,0.5,-144.2,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:42:06,40.40321,-73.93919,0.1,-143.2,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:52:06,40.40321,-73.93918,0.8,-135.6,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:38:06,40.40321,-73.93918,0.4,-143,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T04:07:56,40.40321,-73.93918,0.2,-147.3,271,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:29:16,40.40321,-73.93918,0.2,-150.3,269,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,A
369305000,2020-01-01T04:15:25,40.40321,-73.93918,0.2,-154,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T04:11:56,40.40321,-73.93917,0.3,-124,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:34:55,40.40322,-73.93919,0.4,-144.6,269,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:46:35,40.40322,-73.93919,0.2,-136.1,269,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:18:06,40.40322,-73.93918,0.2,37.9,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:19:17,40.40322,-73.93918,0.4,72.6,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:20:25,40.40322,-73.93918,0.3,85.3,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:24:36,40.40322,-73.93918,0.6,-131.6,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:27:16,40.40322,-73.93918,0.3,-157.1,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:53:16,40.40322,-73.93918,0.2,-118,269,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,A
369305000,2020-01-01T03:59:25,40.40322,-73.93918,0.3,-136.7,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T04:03:26,40.40322,-73.93918,0.3,-128.9,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,A
369305000,2020-01-01T03:48:16,40.40322,-73.93918,0.3,-151.7,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T04:06:45,40.40322,-73.93918,0.2,-132.7,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:25:46,40.40322,-73.93918,0.4,-136.8,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:22:06,40.40323,-73.93919,0.5,-115.4,269,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,B
369305000,2020-01-01T03:23:07,40.40323,-73.93919,0.5,-156.8,270,MAGDALEN,IMO9652210,WDJ7547,,3,,,,,A
636018483,2020-01-01T01:48:53,40.40353,-73.75625,9.6,33.6,38,,,,,0,,,,,B
367518920,2020-01-01T02:13:38,40.40512,-73.82624,10.1,-60.9,351,AMERICAN PHOENIX,IMO9564578,WDG2754,80,0,188,32,11,,B
368013770,2020-01-01T00:26:12,40.40902,-73.99579,0,196.5,204,,,,,0,,,,,B
368013770,2020-01-01T00:23:12,40.40902,-73.99576,0,196.5,204,,,,,0,,,,,B
368013770,2020-01-01T00:19:22,40.40903,-73.99576,0,196.5,204,,,,,0,,,,,B
368013770,2020-01-01T00:18:12,40.40903,-73.99576,0,196.5,204,,,,,0,,,,,B
368013770,2020-01-01T00:06:01,40.40904,-73.99578,0,196.5,203,,,,,0,,,,,B
368013770,2020-01-01T00:14:42,40.40904,-73.99578,0,196.5,204,,,,,0,,,,,A
368013770,2020-01-01T00:27:51,40.40904,-73.99578,0,196.5,204,,,,,0,,,,,B
368013770,2020-01-01T00:03:31,40.40904,-73.99577,0,196.5,203,,,,,0,,,,,B
368013770,2020-01-01T00:02:21,40.40904,-73.99577,0,196.5,203,,,,,0,,,,,B
368013770,2020-01-01T00:10:02,40.40904,-73.99577,0,196.5,203,,,,,0,,,,,B
368013770,2020-01-01T00:24:22,40.40904,-73.99577,0,196.5,204,,,,,0,,,,,B
368013770,2020-01-01T00:07:31,40.40904,-73.99576,0,196.5,203,,,,,0,,,,,B
368013770,2020-01-01T00:21:12,40.40904,-73.99575,0,196.5,204,,,,,0,,,,,B
368013770,2020-01-01T00:08:41,40.40904,-73.99574,0,196.5,203,,,,,0,,,,,B
368013770,2020-01-01T00:13:32,40.40904,-73.99574,0,196.5,204,,,,,0,,,,,B
368013770,2020-01-01T00:31:01,40.40905,-73.99578,0,196.5,203,,,,,0,,,,,B
368013770,2020-01-01T00:00:01,40.40905,-73.99577,0,196.5,203,,,,,0,,,,,B
368013770,2020-01-01T00:16:12,40.40905,-73.99576,0,196.5,204,,,,,0,,,,,B
368013770,2020-01-01T00:11:12,40.40905,-73.99576,0,196.5,203,,,,,0,,,,,B
368013770,2020-01-01T00:01:11,40.40905,-73.99575,0,196.5,203,,,,,0,,,,,B
368013770,2020-01-01T00:04:52,40.40905,-73.99575,0,196.5,203,,,,,0,,,,,B
368013770,2020-01-01T00:29:51,40.40906,-73.99578,0,196.5,204,,,,,0,,,,,B
368013770,2020-01-01T00:12:21,40.40906,-73.99576,0,196.5,203,,,,,0,,,,,B
367518920,2020-01-01T02:15:08,40.40937,-73.82721,10.2,-58.8,352,AMERICAN PHOENIX,IMO9564578,WDG2754,80,0,188,32,11,,B
368013770,2020-01-01T01:38:01,40.40953,-73.99632,0,204.2,289,,,,,0,,,,,B
368013770,2020-01-01T01:22:52,40.40953,-73.99629,0,204.2,289,,,,,0,,,,,B
368013770,2020-01-01T00:32:44,40.40953,-73.99545,0.6,-149.2,251,,,,,0,,,,,A
368013770,2020-01-01T00:39:51,40.40954,-73.99636,0,204.2,291,,,,,0,,,,,B
368013770,2020-01-01T02:09:41,40.40954,-73.99635,0,204.2,291,,,,,0,,,,,B
368013770,2020-01-01T00:34:51,40.40954,-73.99635,0,204.2,292,,,,,0,,,,,B
368013770,2020-01-01T02:12:01,40.40954,-73.99634,0,204.2,291,,,,,0,,,,,B
368013770,2020-01-01T01:59:02,40.40954,-73.99632,0,204.2,291,,,,,0,,,,,B
368013770,2020-01-01T01:25:41,40.40955,-73.99636,0,204.2,289,,,,,0,,,,,B
368013770,2020-01-01T00:56:42,40.40955,-73.99635,0,204.2,291,,,,,0,,,,,B
368013770,2020-01-01T01:01:11,40.40955,-73.99635,0,204.2,291,,,,,0,,,,,B
368013770,2020-01-01T01:03:32,40.40955,-73.99635,0,204.2,291,,,,,0,,,,,B
368013770,2020-01-01T01:05:52,40.40955,-73.99635,0,204.2,291,,,,,0,,,,,B
368013770,2020-01-01T01:13:12,40.40955,-73.99635,0,204.2,290,,,,,0,,,,,B
368013770,2020-01-01T01:12:01,40.40955,-73.99635,0,204.2,290,,,,,0,,,,,B
368013770,2020-01-01T01:07:01,40.40955,-73.99635,0,204.2,291,,,,,0,,,,,B
368013770,2020-01-01T01:28:41,40.40955,-73.99635,0,204.2,289,,,,,0,,,,,B
368013770,2020-01-01T01:29:51,40.40955,-73.99635,0,204.2,289,,,,,0,,,,,B
368013770,2020-01-01T02:30:21,40.40955,-73.99635,0,204.2,290,,,,,0,,,,,B
368013770,2020-01-01T01:04:42,40.40955,-73.99634,0,204.2,291,,,,,0,,,,,B
368013770,2020-01-01T01:02:21,40.40955,-73.99634,0,204.2,291,,,,,0,,,,,B
368013770,2020-01-01T00:51:52,40.40955,-73.99634,0,204.2,292,,,,,0,,,,,B
