MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass
367797260,2020-01-01T02:47:16,40.64003,-74.03816,0.4,113.6,196,H208,,WDJ6389,60,0,,,,,B
367778670,2020-01-01T01:49:57,40.64004,-74.03817,1,42,201,H201,,WDJ4540,60,0,,,,,A
367797260,2020-01-01T00:47:34,40.64006,-74.03816,1.4,185.9,194,H208,,WDJ6389,60,0,,,,,A
366998820,2020-01-01T01:40:03,40.64007,-74.19519,0,-149.5,511,ST ANDREWS,,WDC2864,31,0,22,7,,52,B
366998820,2020-01-01T01:33:33,40.64007,-74.19465,4.1,-143.7,511,ST ANDREWS,,WDC2864,31,0,22,7,,52,B
354800000,2020-01-01T02:14:03,40.64007,-74.19232,5.9,47.4,47,,,,,0,,,,,B
366998820,2020-01-01T01:42:03,40.64008,-74.19518,0.1,-168.1,511,ST ANDREWS,,WDC2864,31,0,22,7,,52,B
367186370,2020-01-01T02:10:24,40.64008,-74.0662,1.2,157.7,105,HMS LIBERTY,,WDD7435,31,0,21,7,,31,B
367186370,2020-01-01T02:34:47,40.64012,-74.04653,1.4,9.1,302,HMS LIBERTY,,WDD7435,31,0,21,7,,31,A
636014121,2020-01-01T02:09:30,40.64014,-74.04868,1.6,-60.5,350,SELINI,IMO9382956,A8RL6,80,0,228,32,14.3,80,B
367175780,2020-01-01T00:37:34,40.64015,-74.06122,2.7,110,49,WEDDELL SEA,IMO8741820,WDG2226,31,0,31,11,5.2,32,A
367797260,2020-01-01T02:51:15,40.64018,-74.03816,2.8,-101.9,296,H208,,WDJ6389,60,0,,,,,A
367797260,2020-01-01T00:50:41,40.64019,-74.03807,2.6,13.1,215,H208,,WDJ6389,60,0,,,,,B
366516370,2020-01-01T01:28:47,40.6402,-74.12849,0,-133.4,176,STEPHEN REINAUER,IMO7046170,WCA3763,31,0,33,9,4.2,80,B
